,Body,Actual Tags,Predicted Tags
8874,雪芙蘭經典滋潤護唇膏男士專用支,"('護唇膏',)","('護唇膏',)"
8875,日清海鮮風特價,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8876,老協珍熬雞精滴雞精升級版包盒,"('滴雞精',)","('滴雞精',)"
8877,代收代付妮維雅男士深極炭清新控油洗髮精,"('洗髮精',)","('洗髮精',)"
8878,德國乳木果油密集保濕護唇膏,"('護唇膏',)","('護唇膏',)"
8879,五月艾淨透亮白面膜,"('面膜',)","('面膜',)"
8880,虎牌冰釀啤酒單罐單罐,"('啤酒',)","('啤酒',)"
8881,小太陽專業冰沙調理機,"('調理機',)","('調理機',)"
8882,哥倫比亞男款鈦防水羽絨外套白色羽絨防水風衣,"('運動/機能服',)","('運動/機能服',)"
8883,我的心機淨化調理毛孔細緻面膜入,"('面膜',)","('面膜',)"
8884,魔法持久粉嫩腮紅蜜,"('腮紅',)","('腮紅',)"
8885,光透裸肌保濕粉餅限定組,"('粉餅',)","('粉餅',)"
8886,缺貨新濕巾嬰兒保養柔濕巾抽包,"('濕紙巾',)","('濕紙巾',)"
8887,面膜,"('面膜',)","('面膜',)"
8888,現貨寄出台灣製造工廠直營上豪不鏽鋼快速爐頭瓦斯爐液化桶裝瓦斯或天然氣瓦斯使用,"('瓦斯爐(廚房用)',)","('瓦斯爐(廚房用)',)"
8889,韓國香氛順盈護髮油紫愛瑰蜜,"('護髮乳',)","('護髮乳',)"
8890,黑橋牌一口香腸,"('中式香腸',)","('中式香腸',)"
8891,輕量無線吸塵器綠,"('吸塵器',)","('吸塵器',)"
8892,吋碳素電暖器,"('電暖器',)","('電暖器',)"
8893,海洋拉娜經典乳霜快速到貨真品平輸,"('面霜/乳霜',)","('面霜/乳霜',)"
8894,嬌生嬰兒草本舒活沐浴露全新升級嬰兒沐浴,"('沐浴乳',)","('沐浴乳',)"
8895,桂冠湯圓芝麻粒裝,"('湯圓',)","('湯圓',)"
8896,牙膏,"('成人牙膏',)","('成人牙膏',)"
8897,好立善葉黃素複方軟膠囊粒,"('葉黃素',)","('葉黃素',)"
8898,舒妃抹茶櫻花固色護髮膜,"('護髮乳',)","('護髮乳',)"
8899,復古圓形標準鍵盤綠,"('鍵盤',)","('鍵盤',)"
8900,天絲保濕面膜入蘆薈,"('面膜',)","('面膜',)"
8901,邱吉爾美式雞肉香腸,"('西式香腸',)","('中式香腸',)"
8902,廚秀蘭素梅辣椒醬,"('常溫醬包',)","('常溫醬包',)"
8903,官方旗艦館運動外套男,"('運動/機能服',)","('運動/機能服',)"
8904,綠手指洗髮乳,"('洗髮精',)","('洗髮精',)"
8905,空氣清淨除濕機型號,"('除濕機',)","('除濕機',)"
8906,小飛馬慢跑鞋運動鞋黑男鞋,"('運動鞋',)","('運動鞋',)"
8907,凱婷零瑕肌密微霧粉底液亮,"('粉底液',)","('粉底液',)"
8908,快速烘乾全配版乾衣機烘衣機攜帶式烘乾機迷你烘乾機烘乾機折疊式烘乾機摺疊乾衣機烘衣機出貨,"('烘衣機/乾衣機',)","('烘衣機/乾衣機',)"
8909,紅米吋雙卡雙待智慧型手機台灣公司貨台灣版,"('智慧型手機',)","('智慧型手機',)"
8910,味王高鮮味精盒盒,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8911,日清柚子鹽杯麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8912,全能防護亮白三效防曬棒,"('防曬',)","('防曬',)"
8913,塑型兩用眉筆,"('眉筆',)","('眉筆',)"
8914,媚比琳反孔特霧水光奇蹟粉底液二入組,"('粉底液',)","('粉底液',)"
8915,心花綻放精油唇膏紅絲絨藤花,"('唇膏',)","('唇膏',)"
8916,水平衡香水洗髮精,"('洗髮精',)","('洗髮精',)"
8917,竹炭柄軟毛小頭牙刷入組,"('成人牙刷',)","('成人牙刷',)"
8918,統一麥香紅茶入,"('即飲紅茶',)","('即飲紅茶',)"
8919,潘婷絲質順滑洗髮乳,"('洗髮精',)","('洗髮精',)"
8920,歐舒丹草本修護髮膜新款,"('護髮乳',)","('護髮乳',)"
8921,杜蕾斯超薄勁潤裝衛生套片裝,"('保險套',)","('保險套',)"
8922,日本獅王固齒佳酵素亮白牙膏柑橘薄荷,"('成人牙膏',)","('成人牙膏',)"
8923,舒味思氣泡水入箱,"('氣泡水',)","('氣泡水',)"
8924,復古休閒鞋男鞋黑色楦,"('運動鞋',)","('運動鞋',)"
8925,澳佳寶晶采金盞花葉黃素顆瓶,"('葉黃素',)","('葉黃素',)"
8926,荒野男遠紅外線彈性保暖衣淺灰色淺灰色,"('運動/機能服',)","('運動/機能服',)"
8927,抗菌刷毛橘睡袋,"('睡袋',)","('睡袋',)"
8928,美津濃男款夾克藍外套,"('運動/機能服',)","('運動/機能服',)"
8929,三得利金麥琥珀啤酒,"('啤酒',)","('啤酒',)"
8930,海尼根啤酒罐,"('啤酒',)","('啤酒',)"
8931,哥德式熱光感洗髮精普通髮粗硬髮細軟髮,"('洗髮精',)","('洗髮精',)"
8932,零負擔水感防曬乳,"('防曬',)","('防曬',)"
8933,絢色亮顏編織蜜粉餅,"('蜜粉',)","('蜜粉',)"
8934,藍牙折疊式鍵盤銀黑,"('鍵盤',)","('鍵盤',)"
8935,雙頭護唇膏,"('護唇膏',)","('護唇膏',)"
8936,洗衣精特價,"('洗衣精',)","('洗衣精',)"
8937,日本肯特長支香菸號毫克,"('菸',)","('菸',)"
8938,資生堂超進化持久粉餅蕊,"('粉餅',)","('粉餅',)"
8939,高露潔全效牙膏專業潔淨凝露,"('成人牙膏',)","('成人牙膏',)"
8940,森田藥玻尿酸保濕洗面乳,"('洗面乳',)","('洗面乳',)"
8941,不鏽鋼快煮壺型號,"('快煮壺',)","('快煮壺',)"
8942,北歐風輕巧化妝桌雙抽屜收納櫃,"('收納櫃',)","('收納櫃',)"
8943,抗菌香氛洗髮精任選一款金朵茉莉保濕白麝香潤澤小蒼蘭抗屑玫瑰養髮,"('洗髮精',)","('洗髮精',)"
8944,北海道函館牛乳,"('原味牛乳',)",()
8945,伊萊克斯完美管家吸塵器活力紫,"('吸塵器',)","('吸塵器',)"
8946,我愛澄露潤唇膏,"('護唇膏',)","('護唇膏',)"
8947,味丹味味排骨雞風味乾麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8948,貓餐罐雞鮪魚蝦肉,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8949,現貨增壓花灑防濺過濾嘴廚房濾水器噴頭過濾器節水器花灑水龍頭噴頭水龍頭過濾器度三段增壓節水器,"('淨水器/濾水器',)","('淨水器/濾水器',)"
8950,光泉冷泡茶四季春綠茶瓶瓶,"('即飲綠茶',)","('即飲綠茶',)"
8951,寵愛神經醯胺緊緻眼霜,"('眼霜',)","('眼霜',)"
8952,龜甲萬丸大豆本釀醬油,"('醬油類',)","('醬油類',)"
8953,深層卸粧油,"('卸妝油',)","('卸妝油',)"
8954,極效防曬精華,"('防曬',)","('防曬',)"
8955,七喜檸檬汽水,"('碳酸飲料',)","('碳酸飲料',)"
8956,台酒花雕雞袋麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
8957,倫敦登喜路香菸白,"('菸',)","('菸',)"
8958,胡椒包番茄醬,"('常溫醬包',)","('常溫醬包',)"
8959,新大樂邁紅支香菸,"('菸',)","('菸',)"
8960,輕甜花語洗髮精,"('洗髮精',)","('洗髮精',)"
8961,獅王酵素濃縮洗衣精,"('洗衣精',)","('洗衣精',)"
8962,羅多倫咖啡香醇,"('即飲咖啡',)","('即飲咖啡',)"
8963,七星紅萃晶球,"('菸',)","('菸',)"
8964,澳寶一分鐘焗油逆時賦活柔韌促銷組,"('護髮乳',)","('護髮乳',)"
8965,義美全脂鮮奶,"('鮮乳',)","('鮮乳',)"
8966,禾聯乾衣機,"('烘衣機/乾衣機',)","('烘衣機/乾衣機',)"
8967,聖萊西純白肉貓餐罐罐惜時貓罐,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
8968,動感型牙刷顏色隨機,"('成人牙刷',)","('成人牙刷',)"
8969,寶馬香菸,"('菸',)","('菸',)"
8970,極不易生鏽鐵製平底鍋日本製造無塗層,"('鍋具',)","('鍋具',)"
8971,多喝水氣泡水瓶瓶,"('氣泡水',)","('氣泡水',)"
8972,垣戊球型旋轉翻炒氣炸鍋經典版型號,"('氣炸鍋',)","('氣炸鍋',)"
8973,呂青麥洗髮精,"('洗髮精',)","('洗髮精',)"
8974,俏麗美人台灣專櫃貨碧兒泉活泉平衡機能水附電子發票,"('化妝水',)","('化妝水',)"
8975,隐藏式多功能車載風扇掛鉤黑色,"('電風扇',)","('電風扇',)"
8976,微笑,"('運動鞋',)","('運動鞋',)"
8977,萬家香大吟釀薄鹽醬油瓶瓶,"('醬油類',)","('醬油類',)"
8978,人生製藥渡邊維他命錠盒,"('維他命C',)","('維他命C',)"
8979,金蘭陳年醬油,"('醬油類',)","('醬油類',)"
8980,露得清深層淨化洗面乳,"('洗面乳',)","('洗面乳',)"
8981,免運入特惠價元糖果粉彩三層櫃收納櫃置物櫃三層櫃矮櫃需同色系澄境,"('收納櫃',)","('收納櫃',)"
8982,葡萄王健常八益菌粒盒甩囤積好順暢快,"('益生菌',)","('益生菌',)"
8983,維他命群日份粒,"('維他命B',)","('維他命B',)"
8984,日本鑽石塗層不沾鍋具件組,"('鍋具',)","('鍋具',)"
8985,雲絲頓香菸毫克紅條,"('菸',)","('菸',)"
8986,摩洛哥堅果豐盈蓬鬆洗髮精,"('洗髮精',)","('洗髮精',)"
8987,德國原裝進口即溶卡布其諾咖啡粉,"('即溶咖啡',)","('即溶咖啡',)"
8988,精品咖啡豆,"('咖啡豆',)","('咖啡豆',)"
8989,毛寶天然植萃洗衣精,"('洗衣精',)","('洗衣精',)"
8990,快乾指甲油碧藕褐,"('指甲油',)","('指甲油',)"
8991,高級人造羽毛睡袋,"('睡袋',)","('睡袋',)"
8992,培恩男性群鋅硒素食錠粒盒,"('維他命B',)","('維他命B',)"
8993,花香沐浴乳魅力緊緻,"('沐浴乳',)","('沐浴乳',)"
8994,三得利微醉白葡萄沙瓦,"('RTD調酒',)","('RTD調酒',)"
8995,白人兒童牙膏入,"('兒童牙膏',)","('兒童牙膏',)"
8996,沛特斯白麝香絲滑洗髮精,"('洗髮精',)","('洗髮精',)"
8997,精萃水亮唇膏,"('唇膏',)","('唇膏',)"
8998,日全食飲品芝麻米豆奶,"('調味豆漿',)","('調味豆漿',)"
8999,克蘭詩煥顏緊緻彈力晚霜,"('面霜/乳霜',)","('面霜/乳霜',)"
9000,岡本保險套透薄入,"('保險套',)","('保險套',)"
9001,進化款無線滑鼠靜音黑,"('滑鼠',)","('滑鼠',)"
9002,力度伸維他命鈣發泡錠粒,"('維他命C',)","('維他命C',)"
9003,健身大師超跑型平面電動跑步機雙色選,"('跑步機',)","('跑步機',)"
9004,戶外趣德國工藝高規設計男仕機能軟殼長褲,"('運動/機能服',)","('運動/機能服',)"
9005,咻咻遮瑕筆限量倒數,"('遮瑕筆',)","('遮瑕筆',)"
9006,艾森絲極致修飾防水遮瑕膏健康小麥色,"('遮瑕膏',)","('遮瑕膏',)"
9007,船井生醫健字號高成長關健牛奶鈣膠原粉入盒陳冠霖父子愛用推薦快速,"('膠原蛋白',)","('膠原蛋白',)"
9008,嬌生嬰兒溫和洗髮露,"('洗髮精(嬰幼童/孕婦)',)","('洗髮精(嬰幼童/孕婦)',)"
9009,珂莉奧新魅黑防水濃烈眼線液極致棕,"('眼線液',)","('眼線液',)"
9010,貝利達全效防護牙膏,"('成人牙膏',)","('成人牙膏',)"
9011,日本肌研極潤保濕化妝水清爽,"('化妝水',)","('化妝水',)"
9012,杜蕾斯綜合裝保險套超薄螺紋凸點片盒,"('保險套',)","('保險套',)"
9013,三多膠原蛋白公克包包盒,"('膠原蛋白',)","('膠原蛋白',)"
9014,曼秀男淨涼洗面乳,"('洗面乳',)","('洗面乳',)"
9015,碧兒泉男仕潔淨毛孔海鹽藍泥面膜,"('面膜',)","('面膜',)"
9016,味丹竹炭水入箱,"('礦泉水',)","('礦泉水',)"
9017,代收代付廚浴生活館高雄櫻花牌強制排氣智能恆溫熱水器,"('熱水器',)","('熱水器',)"
9018,艾杜紗零油光特霧蜜粉餅明亮,"('蜜粉',)","('蜜粉',)"
9019,羅技靜音滑鼠黑色,"('滑鼠',)","('滑鼠',)"
9020,元氣便當美味雞肉犬用,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
9021,黑濃縮柔軟洗衣精甜蜜皂香,"('洗衣精',)","('洗衣精',)"
9022,白蘭酵素洗衣球淨味補充,"('洗衣球',)","('洗衣球',)"
9023,碧菲絲特毛孔淨透洗面乳,"('洗面乳',)","('洗面乳',)"
9024,超濃縮洗衣精,"('洗衣精',)","('洗衣精',)"
9025,淨白牙膏薄鹽檸檬,"('成人牙膏',)","('成人牙膏',)"
9026,亞瑟士女跑鞋,"('運動鞋',)","('運動鞋',)"
9027,日本森下仁丹魔酷雙晶球勁涼薄荷,"('菸',)","('菸',)"
9028,洗顏專科潔顏乳潔顏泥買一送一元,"('洗面乳',)","('洗面乳',)"
9029,小黃瓜植物精華潔面乳,"('洗面乳',)","('洗面乳',)"
9030,跑鞋男,"('運動鞋',)","('運動鞋',)"
9031,刷樂兒童含氟牙膏青蘋果口味,"('兒童牙膏',)","('兒童牙膏',)"
9032,逸萱秀潤澤防斷裂洗髮乳,"('洗髮精',)","('洗髮精',)"
9033,微卡蒟蒻拌麵系列盒份入花椒芝麻醬,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
9034,跑鞋男女共二款,"('運動鞋',)","('運動鞋',)"
9035,尚朋堂智慧觸控電磁爐,"('電磁爐',)","('電磁爐',)"
9036,蔻蘿蘭養髮洗髮精,"('洗髮精',)","('洗髮精',)"
9037,優惠黑咖啡,"('即飲咖啡',)","('即飲咖啡',)"
9038,愛之味純濃燕麥瓶箱,"('燕麥奶',)","('燕麥奶',)"
9039,小獅王辛巴無添加嬰兒加厚柔濕巾抽包箱,"('濕紙巾',)","('濕紙巾',)"
9040,屈臣氏潤色護唇膏櫻花粉,"('護唇膏',)","('護唇膏',)"
9041,線代主義光彩眼影盒,"('眼影盤',)","('眼影盤',)"
9042,呂韓方頭皮養護洗髮精染燙受損,"('洗髮精',)","('洗髮精',)"
9043,光泉果汁牛乳包組包組,"('保久乳',)","('保久乳',)"
9044,番茄醬包辣椒包,"('常溫醬包',)","('常溫醬包',)"
9045,花王珂潤珂潤潤浸保濕深層乳霜入組雙必搶超值囤貨組,"('面霜/乳霜',)","('面霜/乳霜',)"
9046,曾拌麵全素椒麻油香入,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
9047,義美錫蘭紅茶,"('即飲紅茶',)","('即飲紅茶',)"
9048,膚蕊美肌淨透霜潤澤健康膚色,"('BB霜',)","('BB霜',)"
9049,買串接標記筆,"('啤酒',)","('啤酒',)"
9050,韓國養髮秘帖洗髮精買送細軟髮控油嚴重受損任選網,"('洗髮精',)","('洗髮精',)"
9051,黑人全亮白多效護理牙膏入,"('成人牙膏',)","('成人牙膏',)"
9052,苾菲絲櫻花亮白淨透潔顏油,"('卸妝油',)","('卸妝油',)"
9053,柔霧絲絨唇釉溫柔裸粉,"('唇釉',)","('唇釉',)"
9054,鹼性離子水,"('礦泉水',)","('礦泉水',)"
9055,靠得住導管式衛生棉條量多型,"('棉條',)","('棉條',)"
9056,公分風扇,"('電風扇',)","('電風扇',)"
9057,蘋果西打罐箱罐箱,"('碳酸飲料',)","('碳酸飲料',)"
9058,絕對慾望潤唇膏,"('護唇膏',)","('護唇膏',)"
9059,清香號純手工沙茶醬,"('常溫醬包',)","('常溫醬包',)"
9060,黑橋牌高粱酒香腸包,"('中式香腸',)","('中式香腸',)"
9061,凱婷零瑕肌密粉底液,"('粉底液',)","('粉底液',)"
9062,海倫仙度絲去屑洗髮乳檸檬清爽瓶,"('洗髮精',)","('洗髮精',)"
9063,日立坪變頻冷暖雙吹窗型冷氣,"('冷氣/冷暖空調',)","('冷氣/冷暖空調',)"
9064,光泉高鈣牛乳無加糖入,"('保久乳',)","('保久乳',)"
9065,美甲貼紙超薄貼紙美甲貼貼紙美甲材料美甲用品指甲貼紙指甲貼美甲美甲,"('甲片/甲貼',)","('甲片/甲貼',)"
9066,麗嬰房嬰兒柔護濕巾抽入箱購,"('濕紙巾',)","('濕紙巾',)"
9067,籃球鞋男鞋經典款喬丹一代摩卡球鞋穿,"('運動鞋',)","('運動鞋',)"
9068,三淨白牙膏薄荷,"('成人牙膏',)","('成人牙膏',)"
9069,五月花超強韌廚房紙巾零元加購不單售蝦皮現貨,"('廚房紙巾',)","('廚房紙巾',)"
9070,高露潔淨白美齒牙刷入顏色隨機,"('成人牙刷',)","('成人牙刷',)"
9071,美國原裝醫師推薦瞬效代謝超級群,"('維他命B',)","('維他命B',)"
9072,包大人乾爽吸收黏貼型成人紙尿褲尿布片包箱購,"('成人紙尿褲',)","('成人紙尿褲',)"
9073,統一蜜豆奶雞蛋,"('豆奶/豆乳',)","('豆奶/豆乳',)"
9074,摩洛哥優油護髮劑保濕水潤保濕修復柔馭重建捲度記憶輕盈豐量,"('護髮乳',)","('護髮乳',)"
9075,男性專用麝香清新沐浴乳麝香清新,"('沐浴乳',)","('沐浴乳',)"
9076,日式二層櫃收納櫃置物櫃無門有隔層入,"('收納櫃',)","('收納櫃',)"
9077,公升微電腦熱水瓶,"('電熱水瓶',)","('電熱水瓶',)"
9078,得意人生高單位葉黃素蝦紅素膠囊入組粒罐集網,"('葉黃素',)","('葉黃素',)"
9079,單色眼影,"('眼影盤',)","('眼影盤',)"
9080,安加適頂級全防護成人紙尿褲二片裝號,"('成人紙尿褲',)","('成人紙尿褲',)"
9081,伯朗香醇咖啡,"('即飲咖啡',)","('即飲咖啡',)"
9082,碧兒泉活泉強禦機能水新包裝,"('化妝水',)","('化妝水',)"
9083,桂格高鐵高鈣奶粉膠原蛋白配方,"('成人奶粉',)","('成人奶粉',)"
9084,亮眼珠光眼線筆,"('眼線筆',)","('眼線筆',)"
9085,男女休閒鞋黑,"('運動鞋',)","('運動鞋',)"
9086,吋五鏡頭智慧手機白,"('智慧型手機',)","('智慧型手機',)"
9087,麗仕柔亮修護洗髮乳,"('洗髮精',)","('洗髮精',)"
9088,沛萊亞布蘭奇貓罐號鮪魚鰹魚片罐裝,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
9089,台塑喚黑洗髮精,"('洗髮精',)","('洗髮精',)"
9090,元素碳男性洗面乳深層淨化瓶,"('洗面乳',)","('洗面乳',)"
9091,水哦千拌麵黑麻油口味袋包入千拌麵,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
9092,刷樂小胖子牙刷,"('成人牙刷',)","('成人牙刷',)"
9093,羅技無線滑鼠白色,"('滑鼠',)","('滑鼠',)"
9094,不要番茄醬包不要,"('常溫醬包',)","('常溫醬包',)"
9095,現貨適配科沃斯可可機款掃地機專用濾網拖布邊刷滾刷滾刷蓋板,"('掃地機',)","('掃地機',)"
9096,精緻衣物專用洗衣精法式馬卡龍,"('洗衣精',)","('洗衣精',)"
9097,廣源良蘆薈強效保濕活膚霜入,"('面霜/乳霜',)","('面霜/乳霜',)"
9098,領券折後顆日本最新版洗衣球補充包超值三入組顆顆桂花清香牡丹花香日本必買日本樂天熱銷,"('洗衣球',)","('洗衣球',)"
9099,日本洗衣膠囊袋裝清淨花香入,"('洗衣球',)","('洗衣球',)"
9100,牙周適牙齦護理牙膏潔淨,"('成人牙膏',)","('成人牙膏',)"
9101,新涼感抑菌衛生棉涼感夜用加長,"('衛生棉',)","('衛生棉',)"
9102,美菱超導體三溫暖氣機電暖器超值入組合,"('電暖器',)","('電暖器',)"
9103,伯朗合卡布奇諾,"('即溶咖啡',)","('即溶咖啡',)"
9104,鴻海吋智慧連網液晶顯示器,"('液晶電視',)","('液晶電視',)"
9105,依必朗男性專屬洗面乳活性炭控油瓶,"('洗面乳',)","('洗面乳',)"
9106,力奇洗髮精,"('洗髮精',)","('洗髮精',)"
9107,花生辣醬,"('常溫醬包',)","('常溫醬包',)"
9108,經典維齊犬罐雞肉牛肉罐箱,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
9109,經典義式咖啡豆,"('咖啡豆',)","('咖啡豆',)"
9110,蘋果年款吋第代筆電具備,"('筆記型電腦',)","('筆記型電腦',)"
9111,刷樂小胖子彈力牙刷,"('成人牙刷',)","('成人牙刷',)"
9112,奇異果控油護髮精華素康是美,"('護髮乳',)","('護髮乳',)"
9113,超吸收強韌捲筒廚紙,"('廚房紙巾',)","('廚房紙巾',)"
9114,柔絲顯色唇彩,"('唇彩',)","('唇彩',)"
9115,法國人現貨施巴抗乾敏保濕乳液家庭號平日出超取限購四瓶,"('臉部乳液',)","('臉部乳液',)"
9116,特級蝦餃,"('火鍋料',)","('火鍋料',)"
9117,氣墊粉餅組,"('粉餅',)","('粉餅',)"
9118,公司貨歌林手持吸塵器氣旋吸塵器吸塵機含組刷頭有線款吸塵器,"('吸塵器',)","('吸塵器',)"
9119,五月花超強韌廚房紙巾組捲組捲,"('廚房紙巾',)","('廚房紙巾',)"
9120,代收代付嚴選豆奶低糖罐裝非基改黃豆製作營養植物奶,"('豆奶/豆乳',)",()
9121,日落恩賜超級葉黃素游離型複方軟膠囊粒瓶,"('葉黃素',)","('葉黃素',)"
9122,樂金滾筒洗衣機蒸洗,"('洗衣機',)","('洗衣機',)"
9123,一家人益生菌控油洗髮精,"('洗髮精',)","('洗髮精',)"
9124,全新升級歐蕾多元修護晚霜,"('面霜/乳霜',)","('面霜/乳霜',)"
9125,巔峰鮮肉貓主食罐鱈魚克,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
9126,大食客蔥燒牛肉,"('速食麵/泡麵',)","('速食麵/泡麵',)"
9127,美膚娜娜潔顏乳控油抗痘,"('洗面乳',)","('洗面乳',)"
9128,無印良品環保收納櫃窄版層米色,"('收納櫃',)","('收納櫃',)"
9129,高露潔全效口氣健康專家牙膏入幫助抗菌,"('成人牙膏',)","('成人牙膏',)"
9130,型低藍光智慧連網顯示器,"('液晶電視',)","('液晶電視',)"
9131,多芬日常修護潤髮乳,"('潤髮乳',)","('潤髮乳',)"
9132,森田藥無暇煥白保濕面膜,"('面膜',)","('面膜',)"
9133,沐浴露絲滑白麝香,"('沐浴乳',)","('沐浴乳',)"
9134,七星風藍硬,"('菸',)","('菸',)"
9135,羅技無線滑鼠,"('滑鼠',)","('滑鼠',)"
